1500100001,1000001,98
1500100001,1000002,5
1500100001,1000003,137
1500100001,1000004,29
1500100001,1000005,85
1500100001,1000006,52
1500100002,1000001,139
1500100002,1000002,102
1500100002,1000003,44
1500100002,1000004,18
1500100002,1000005,46
1500100002,1000006,91
1500100003,1000001,48
1500100003,1000002,132
1500100003,1000003,41
1500100003,1000007,32
1500100003,1000008,7
1500100003,1000009,99
1500100004,1000001,147
1500100004,1000002,69
1500100004,1000003,37
1500100004,1000007,87
1500100004,1000008,21
1500100004,1000009,60
1500100005,1000001,105
1500100005,1000002,105
1500100005,1000003,30
1500100005,1000007,68
1500100005,1000008,38
1500100005,1000009,49
1500100006,1000001,87
1500100006,1000002,98
1500100006,1000003,55
1500100006,1000007,44
1500100006,1000008,1
1500100006,1000009,29
1500100007,1000001,102
1500100007,1000002,149
1500100007,1000003,83
1500100007,1000004,21
1500100007,1000005,25
1500100007,1000006,38
1500100008,1000001,5
1500100008,1000002,129
1500100008,1000003,110
1500100008,1000007,47
1500100008,1000008,40
1500100008,1000009,32
1500100009,1000001,65
1500100009,1000002,71
1500100009,1000003,38
1500100009,1000007,57
1500100009,1000008,17
1500100009,1000009,3
1500100010,1000001,98
1500100010,1000002,142
1500100010,1000003,50
1500100010,1000007,6
1500100010,1000008,44
1500100010,1000009,62
1500100011,1000001,42
1500100011,1000002,117
1500100011,1000003,80
1500100011,1000007,13
1500100011,1000008,26
1500100011,1000009,4
1500100012,1000001,62
1500100012,1000002,96
1500100012,1000003,99
1500100012,1000007,59
1500100012,1000008,89
1500100012,1000009,54
1500100013,1000001,113
1500100013,1000002,58
1500100013,1000003,68
1500100013,1000004,29
1500100013,1000005,48
1500100013,1000006,53
1500100014,1000001,148
1500100014,1000002,64
1500100014,1000003,94
1500100014,1000007,31
1500100014,1000008,39
1500100014,1000009,20
1500100015,1000001,101
1500100015,1000002,28
1500100015,1000003,119
1500100015,1000007,28
1500100015,1000008,9
1500100015,1000009,24
1500100016,1000001,19
1500100016,1000002,80
1500100016,1000003,40
1500100016,1000004,57
1500100016,1000005,76
1500100016,1000006,87
1500100017,1000001,37
1500100017,1000002,63
1500100017,1000003,92
1500100017,1000007,9
1500100017,1000008,53
1500100017,1000009,9
1500100018,1000001,25
1500100018,1000002,47
1500100018,1000003,117
1500100018,1000004,89
1500100018,1000005,72
1500100018,1000006,75
1500100019,1000001,108
1500100019,1000002,125
1500100019,1000003,68
1500100019,1000007,42
1500100019,1000008,85
1500100019,1000009,5
1500100020,1000001,38
1500100020,1000002,65
1500100020,1000003,91
1500100020,1000007,25
1500100020,1000008,30
1500100020,1000009,46
1500100021,1000001,47
1500100021,1000002,21
1500100021,1000003,31
1500100021,1000007,14
1500100021,1000008,5
1500100021,1000009,85
1500100022,1000001,29
1500100022,1000002,15
1500100022,1000003,116
1500100022,1000004,31
1500100022,1000005,4
1500100022,1000006,66
1500100023,1000001,35
1500100023,1000002,89
1500100023,1000003,125
1500100023,1000007,11
1500100023,1000008,25
1500100023,1000009,12
1500100024,1000001,69
1500100024,1000002,135
1500100024,1000003,69
1500100024,1000004,2
1500100024,1000005,56
1500100024,1000006,12
1500100025,1000001,54
1500100025,1000002,88
1500100025,1000003,8
1500100025,1000004,5
1500100025,1000005,55
1500100025,1000006,36
1500100026,1000001,113
1500100026,1000002,91
1500100026,1000003,43
1500100026,1000007,20
1500100026,1000008,74
1500100026,1000009,8
1500100027,1000001,34
1500100027,1000002,16
1500100027,1000003,119
1500100027,1000004,70
1500100027,1000005,94
1500100027,1000006,57
1500100028,1000001,147
1500100028,1000002,12
1500100028,1000003,6
1500100028,1000007,86
